Nr,language,pov,original,gloss,translation,source,page,comments
737,Frisian,adnominal,Durk</td><td>sels</td><td>hat</td><td>yn</td><td>tsjerke</td><td>west,Durk</td><td>INT</td><td>has</td><td>in</td><td>church</td><td>been,Durk himself was in church,"Tiersma, P.M. (1985). <i>Frisian Reference Grammar</i>. Dordrecht: Foris.",67,--
738,Frisian,adv exclusive,Durk</td><td>hat</td><td>sels</td><td>yn</td><td>tsjerke</td><td>west,Durk</td><td>has</td><td>INT</td><td>in</td><td>church</td><td>been,Durck was in church himself.,"Tiersma, P.M. (1985). <i>Frisian Reference Grammar</i>. Dordrecht: Foris.",67,--
739,Afrikaans,reflexive,my</td><td>pa</td><td>is</td><td>nou</td><td>baie</td><td>oud</td><td>en</td><td>ek</td><td>moet</td><td>hom</td><td>skeer</td><td>want</td><td>hy</td><td>kan</td><td>hom-self</td><td>nie</td><td>meer</td><td>skeer</td><td>nie,my</td><td>father</td><td>is</td><td>now</td><td>very</td><td>old</td><td>and</td><td>I</td><td>must</td><td>shave</td><td>him</td><td>because</td><td>he</td><td>can</td><td>him-self</td><td>NEG</td><td>any.more</td><td>shave</td><td>NEG,My father is now very old and I have to shave him because he can't shave himself anymore.,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",292,--
740,Afrikaans,reflexive,elke</td><td>ma</td><td>moet</td><td>haar-self</td><td>die</td><td>volgende</td><td>afvra:...,every</td><td>mother</td><td>must</td><td>her-self</td><td>the</td><td>following</td><td>ask:...,Every mother should ask herself the following:...,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",292,--
741,Afrikaans,reflexive,dié</td><td>vroumens</td><td>praat</td><td>te</td><td>veel</td><td>oor</td><td>haar-self,that</td><td>woman</td><td>talks</td><td>too</td><td>much</td><td>about</td><td>her-self,That woman talks about herself too much.,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",292,--
742,Afrikaans,reflexive,jy</td><td>kan</td><td>dit</td><td>vir</td><td>jou-self</td><td>sien,you</td><td>can</td><td>that</td><td>for</td><td>your-self</td><td>see,You can see it for yourself.,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",--,--
743,Afrikaans,reflexive,Louis</td><td>het</td><td>vir</td><td>hom(self)</td><td>&#146;n</td><td>paar</td><td>tydskrifte</td><td>uitgesoek,Louis</td><td>has</td><td>for</td><td>him(self)</td><td>a</td><td>few</td><td>magazines</td><td>chosen,Louis chose a few magazines for himself.,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",293,--
744,Afrikaans,adnominal,hy</td><td>is</td><td>die</td><td>wysheid</td><td>(van)self,he</td><td>is</td><td>the</td><td>wisdom</td><td>(of)self,He is wisdom itself.,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge.",294,--
745,Afrikaans,own,elkeen</td><td>het</td><td>in</td><td>sy</td><td>eie</td><td>motor</td><td>gekom</td><td>,every</td><td>has</td><td>in</td><td>his</td><td>own</td><td>car</td><td>come,Everyone came in their own car.,"<a href=""http://www.boekwurm.co.za/blad_nuus/nuus_argief_2003/ 2003_27.html"">www.boekwurm.co.za/blad_nuus/nuus_argief_2003/ 2003_27.html</a>",--,--
746,Afrikaans,scalar focus particle,God</td><td>Is</td><td>Getrou</td><td>-</td><td>Selfs</td><td>As</td><td>Ons</td><td>Nie</td><td>Is</td><td>Nie,God</td><td>is</td><td>faithful</td><td>--</td><td>even</td><td>if</td><td>we</td><td>NEG</td><td>are</td><td>NEG,Gos is faithful -- even if we are not.,"<a href=""http://www.tscpulpitseries.org/afrikaans/ts960122.htm"">http://www.tscpulpitseries.org/afrikaans/ts960122.htm</a>",--,--
747,Flemish,adnominal,de</td><td>man</td><td>zelf,the</td><td>man</td><td>INT,the man himself,"Verbeek, H. (1917). <i>Fl&auml;misch f&uuml;r alle Deutschen</i>. Gladbach: Volksvereins-Verlag.",89,--
748,Flemish,adnominal,de</td><td>vrouw</td><td>zelv-e,the</td><td>woman</td><td>INT-DEF,the woman herself,"Verbeek, H. (1917). <i>Fl&auml;misch f&uuml;r alle Deutschen</i>. Gladbach: Volksvereins-Verlag.",89,--
749,Flemish,adnominal,het</td><td>kins</td><td>zelf,the</td><td>child</td><td>INT,the child itself,"Verbeek, H. (1917). <i>Fl&auml;misch f&uuml;r alle Deutschen</i>. Gladbach: Volksvereins-Verlag.",89,--
750,Flemish,scalar focus particle,zelfs</td><td>de</td><td>kok</td><td>liep</td><td>hem</td><td>met</td><td>het</td><td>braadspit</td><td>na,even</td><td>the</td><td>cook</td><td>ran</td><td>him</td><td>with</td><td>the</td><td>spit</td><td>after,Even the cook ran after him with the spit.,"Verbeek, H. (1917). <i>Fl&auml;misch f&uuml;r alle Deutschen</i>. Gladbach: Volksvereins-Verlag.",173,--
751,Sewdish,adnominal,själv-a</td><td>drottning-en</td><td>kom,INT-DEF</td><td>queen-ART</td><td>came,The queen herself came.,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",--,alternative translation: 'the very queen came'
752,Swedish,adnominal,barn-en</td><td>själv-a</td><td>bestämde,children-ART</td><td>INT-PL</td><td>decided,The children themselves decided.,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",146,--
753,Sewdish,adv exclusive,säg</td><td>själv</td><td>vad</td><td>du</td><td>tror,say</td><td>INT</td><td>what</td><td>you</td><td>think,Tell us yourself what you think.,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",--,--
754,Swedish,adv exclusive,jag</td><td>skar</td><td>bröd-et</td><td>själv,I</td><td>cut</td><td>bread-ART</td><td>INT,I cut the bread myself.,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",146,--
755,Swedish,adnominal,själv</td><td>v&#229;gar</td><td>jag</td><td>inte</td><td>göa</td><td>n&#229;gonting,INT</td><td>dare</td><td>I</td><td>not</td><td>do</td><td>anything,"Myself, I daren't do anything.","Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",147,--
756,Swedish,adnominal,det</td><td>bor</td><td>inte</td><td>s&#229;</td><td>mycket</td><td>folk</td><td>i</td><td>själv-a</td><td>London,there</td><td>live</td><td>not</td><td>so</td><td>many</td><td>people</td><td>in</td><td>INT-DEF</td><td>London,Not so many people live in London itself.,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge.",147,--
757,Lingala,own,mokandá</td><td>na</td><td>ngái</td><td>m&#596;&#769;k&#596;&#769;,book</td><td>PREP</td><td>I</td><td>INT,my own book,"Carrington, J.F. and M. Guthrie (1988). <i>Lingala - Grammar and Dictionary</i>. Didcot: Baptist Missionary Society.",139,--
758,Lingala,adnominal,bi-l&#596;&#769;k&#596;</td><td>óyo</td><td>mpenja,PL-thing</td><td>DEM</td><td>INT,these things themselves,"Guthrin, M. (1966). <i>Grammaire et dictionnaire de Lingala</i>. Cambridge: Gregg.",51,--
759,Lingala,adv exclusive,yê</td><td>m&#596;&#769;k&#596;&#769;</td><td>asálí</td><td>yangó,he</td><td>INT</td><td>did</td><td>that,He did that himself.,"Guthrin, M. (1966). <i>Grammaire et dictionnaire de Lingala</i>. Cambridge: Gregg.",50,--
760,Fulani,reflexive,kanko</td><td>nawni</td><td>hoore</td><td>maako,he</td><td>hurt</td><td>[head</td><td>his]=REFL,He hurt himself.,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer.",73,--
761,Fulani,reflexive,&#660;allaa</td><td>wallan</td><td>wallub&#146;e</td><td>ko&#660;e</td><td>mum&#660;en,God</td><td>helps</td><td>they.help</td><td>INT</td><td>POSS.PRO.3PL,God helps those who help themselves.,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer.",73,--
762,Fulani,adnominal,miin</td><td>tigi,I</td><td>INT,I myself,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer.",73,--
763,Fulani,own,suudu</td><td>am</td><td>halal,house</td><td>my</td><td>own,my own house,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer.",--,--
764,Fulani,scalar focus particle,hattáa</td><td>Umaar</td><td>anda,even</td><td>Umaar</td><td>came,Even Umaar came.,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer.",59,--
765,Oromo,scalar focus particle,hafuur-ri</td><td>namaa</td><td>illee</td><td>hin</td><td>jiru,breath-SUBJ</td><td>person.GEN</td><td>even</td><td>NEG</td><td>be.there,Even a person's breath is not there.,"Griefenow-Mewis, C. (2001). <i>A Grammatical Sketch of written Oromo</i>. Köln: Köppe.",62,--
766,Oromo,own,inni</td><td>farda</td><td>ifii-n</td><td>deeme,he</td><td>horse</td><td>INT-SUBJ</td><td>went,He went on his own horse.,"Ali, M. & Zaborski, A. (1990). <i>Handbook of the Oromo Language</i>. Stuttgart: Steiner.",47,--
767,Swedish,adnominal,själv-a</td><td>det</td><td>lilla</td><td>nav-et</td><td>är</td><td>sv&#229;rt</td><td>att</td><td>se</td><td>med</td><td>blotta</td><td>öga-t.,INT-DEF</td><td>ART</td><td>small.DEF</td><td>hub-ART</td><td>is</td><td>hard</td><td>to</td><td>see</td><td>with</td><td>mere</td><td>eye-ART,The small hub itself is difficult to see to the naked eye.,"Teleman, U. et al. (2000). <i>Svenska Akademiens Grammatik</i>. Stockholm: Norstedts Ordbok.",467,--
768,Swedish,adnominal,själv-e</td><td>chef-en</td><td>var</td><td>här</td><td>och</td><td>gratulerade,INT-DEF.MASC</td><td>boss-ART</td><td>was</td><td>here</td><td>and</td><td>congratulated,The boss himelf was here and congratulated.,"Teleman, U. et al. (2000). <i>Svenska Akademiens Grammatik</i>. Stockholm: Norstedts Ordbok.",467,--
769,Koyra Chiini,adnominal,[[[a</td><td>wane]</td><td>albarka</td><td>di]</td><td>jaatir]</td><td>o</td><td>bow,[[[it</td><td>POSS]</td><td>force</td><td>DEF]</td><td>INT]</td><td>IMPF</td><td>be.big,It's (the melon's) very power (i.e. value) is great.,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter.",217,--
770,Koyra Chiini,scalar focus particle,a</td><td>na</td><td>wala</td><td>foo,he</td><td>not</td><td>even</td><td>greet,He did'nt even greet.,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter.",237,--
771,Fulani,scalar focus particle,[fa&nbsp;e]</td><td>kananke</td><td>waawatá</td><td>wara</td><td>dekum,even</td><td>chief</td><td>cannot</td><td>kill</td><td>wife,Even a chief is not allowed to kill his wife.,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer.",59,--
772,Koyraboro Senni,adv exclusive,haa</td><td>kul</td><td>ka&#331;</td><td>ga</td><td>tee</td><td>kul</td><td>ni</td><td>no</td><td>ma</td><td>a</td><td>tee</td><td>[nda</td><td>ni</td><td>bo&#331;],thing</td><td>all</td><td>REL</td><td>IMPF</td><td>be.done</td><td>all</td><td>you</td><td>FOC</td><td>IMPF</td><td>3SG.OBJ</td><td>do</td><td>[with</td><td>your</td><td>head],Everything that gets done it is YOU who does it by yourself.,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag.",352,REL: introduces relative clause
773,Koyraboro Senni,reflexive,a</td><td>ga</td><td>boro</td><td>guna</td><td>ka&#331;</td><td>&#331;ga</td><td>ga</td><td>bag-aa,he</td><td>IMPF</td><td>person</td><td>look.for</td><td>REL</td><td>REFL.3SG</td><td>IMPF</td><td>love-3SG.OBJ,He(i) was looking for a person (woman) whom he(i) could love.,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag.",356,
774,Koyraboro Senni,scalar focus particle,baa</td><td>bo&#331;koynoo</td><td>mana</td><td>&#331;aa,even</td><td>chief.DEF.SG</td><td>not</td><td>eat,Even the chief didn't eat.,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag.",278,--
775,Ndyuka,reflexive,a</td><td>leliman</td><td>be</td><td>mani</td><td>gi</td><td>[en</td><td>seefi]</td><td>leti,PRO.3SG</td><td>teacher</td><td>ANT</td><td>want</td><td>give</td><td>[PRO.3SG.OBL</td><td><i>seefi</i>]=REFL</td><td>right,The teacher had wanted to justify himself.,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",276,ANT: anterior past tense
776,Ndyuka,scalar focus particle,"efu</td><td>a</td><td>si</td><td>wan</td><td>dede</td><td>sama</td><td>seefi,</td><td>a</td><td>e</td><td>nyanmi</td><td>en",if</td><td>PRO.3SG</td><td>see</td><td>a</td><td>dead</td><td>person</td><td>even</td><td>3SG</td><td>CNT</td><td>eats</td><td>PRO.3SG.OBL,Even if it sees a dead person it eats it.,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",--,CNT: continuative aspect<br>
777,Ndyuka,own,a</td><td>sidon</td><td>begi</td><td>a</td><td>uman</td><td>fu</td><td>[en</td><td>eigi]</td><td>mati,PRO.3SG</td><td>sit.down</td><td>ask</td><td>ART</td><td>wife</td><td>for</td><td>[PRO.3SG.OBL</td><td>own]</td><td>friend,He sat and asked for his own friend's wife.,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",276,--
778,Ndyuka,adnominal,a</td><td>kouno</td><td>seefi</td><td>den</td><td>sende</td><td>a</td><td>biifi</td><td>de</td><td>gi,ART</td><td>king</td><td>INT</td><td>them</td><td>sent</td><td>ART</td><td>letter</td><td>there</td><td>give,To the king himself they sent that letter.,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",337,--
779,Ndyuka,adv exclusive,ai</td><td>tide</td><td>mi</td><td>seefi</td><td>si</td><td>anga</td><td>mi</td><td>ain,yes</td><td>today</td><td>PRO.1SG</td><td>INT</td><td>see</td><td>with</td><td>PRO.1SG</td><td>eye,"Yes indeed, today I see it myself with my own eyes.","Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",308,--
780,Ndyuka,same,den</td><td>osu</td><td>fu</td><td>den</td><td>tu</td><td>uman</td><td>fi</td><td>en</td><td>bigi</td><td>leti</td><td>a</td><td>seefi,ART.PL</td><td>house</td><td>for</td><td>ART.PL</td><td>two</td><td>wife</td><td>for</td><td>PRO.3SG.OBL</td><td>big</td><td>right</td><td>LOC</td><td>same,The houses of his two wives are just the same size.,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge.",296,--
781,Bengali,reflexive,mukul-&#216;</td><td>nije-ke</td><td>nije-&#216;</td><td>do&#353;</td><td>dicche,Mukul-NOM</td><td>REFL-DAT</td><td>INT-NOM</td><td>blame</td><td>is.giving,Mukul is blaming himself.,"Sengupta, G. (2000). Lexical anaphors and pronouns in Bangla. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter.",285,--
782,Gujarati,own,raaj</td><td>sudhaa-ne</td><td>potaan-e</td><td>ghare</td><td>maL&#353;e,Raj</td><td>Sudha-ACC</td><td>INT.GEN-FEM.SG(?)</td><td>at.house</td><td>will.meet,Raj(i) will meet Sudha(j) at his(i)/(*j) (own) house.,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter.",337,"""The genitive form [of <i>pote</i>] ... contains the gender-number morphology agreeing with the head noun."" (Mistry 2000: 336); we analyse <i>potaane</i> as agreeing with <i>Sudha</i> (which is feminine), but this analysis is not beyond doubt (comments are appreciated)"
783,Ngiti,scalar focus particle,&#616;nzá</td><td>àmbò</td><td>na&#794;pfo</td><td>tu&#774;na</td><td>mà,NEG</td><td>dove</td><td>RSM.open.NAR</td><td>voice.3SG.LOG.POSS</td><td>even,Dove didn't even make a sound.,"Kutsch Lojenga, Constance (1994). <i>Ngiti: A Central-Sudanic language of Zaire</i>. Nilo-Saharan, 9. Köln: Köppe.",408,&lt;&nbsp;&#794;&gt;: high-mid tone<br> RSM: resumptive marker<br> NAR: narrative past
784,Somali,scalar focus particle,"xátaa</td><td>haddùu</td><td>roob</td><td>da&#146;ó,</td><td>waa</td><td>wákhti</td><td>dambé</td><td>ímminka</td><td>in</td><td>la</td><td>nabad</td><td>geliyó</td><td>midháha",even</td><td>the.time.it</td><td>rain</td><td>falls</td><td>FOC</td><td>time</td><td>late</td><td>now</td><td>that</td><td>one</td><td>peace</td><td>enter.CAUSE</td><td>the.crops,"Even if it rains, it's too late now for the crops to be saved.","Saaed, J. (1999). <i>Somali</i>. Amsterdam: Benjamins.",222-3,--
785,Lezgian,scalar focus particle,&#269;i</td><td>Qabustanbadikaj</td><td>sew-er-iz-ni</td><td>kwaz</td><td>ki&#269;&#146;e-da,we.GEN</td><td>Qabustan-ba.SBEL</td><td>bear-PL-DAT-also</td><td>even</td><td>afraid-FUT,Even bears are afraid of our Qabustan-ba.,"Haspelmath, M. (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter.",237,SBEL: subelative
786,Greek,scalar focus particle,&#415;élo</td><td>na</td><td>to</td><td>eksijíso</td><td>aplá</td><td>pú</td><td>na</td><td>to</td><td>katalávun</td><td>ké</td><td>ta</td><td>pedjá,I.want</td><td>that</td><td>it</td><td>I.explain</td><td>simply</td><td>COMP</td><td>PRT</td><td>it</td><td>they.understand</td><td>even</td><td>the</td><td>children,I want to explain it in simple terms so that even the children (can) understand it.,"Joseph, Brian D. and Irene Philippaki-Warburton (1987). <i>Modern Greek</i>. London: Croom Helm.",32,--
787,Basque,scalar focus particle,Cervantesek</td><td>ere</td><td>baditu</td><td>akatsa-k</td><td>bere</td><td>Kixote-n.,Cervantes.ERG</td><td>even</td><td>has</td><td>mistake-PL</td><td>his</td><td>Quijote-LOC</td><td>,Even Cervantes has mistakes in his Quijote.,"Aulestia, G. & White, L. (1990). <i>English-Basque Dictionary</i>. Reno & Las Vegas: University of Nevada Press.",124,--
788,Malayalam,scalar focus particle,raaman</td><td>bhayappeTTu</td><td>ii</td><td>gaLf&#601;</td><td>yuddham</td><td>swantam</td><td>bisinass-ine</td><td>poolum</td><td>baadhikkum</td><td>enn&#601;,Raman</td><td>feared</td><td>this</td><td>Gulf</td><td>War</td><td>own</td><td>business-ACC</td><td>even</td><td>will.affect</td><td>COMP,Raman feared that this Gulf War would affect even his own business.,"Jayaseelan, K.A. (2000). Lexical anaphors and pronouns in Malayalam. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter.",147,--
789,Tamil,scalar focus particle,kumaar</td><td>kuDa</td><td>angu</td><td>poNaan,Kumar</td><td>even/too</td><td>there</td><td>went</td><td>,Even Kumar went there.,Sangeetha Sekaran,--,--
790,Tamil,adnominal,kumaar-ee</td><td>naDandaan,Kumar-EMPH</td><td>walked,Kumar himself walked.,Sangeetha Sekaran,--,--
791,xxx,--,--,--,--,--,--,--
792,xxx,--,--,--,--,--,--,--
793,xxx,--,--,--,--,--,--,--
794,xxx,--,--,--,--,--,--,--
795,xxx,--,--,--,--,--,--,--
796,xxx,--,--,--,--,--,--,--
797,xxx,--,--,--,--,--,--,--
798,xxx,--,--,--,--,--,--,--
799,xxx,--,--,--,--,--,--,--
800,xxx,--,--,--,--,--,--,--
801,xxx,--,--,--,--,--,--,--
802,xxx,--,--,--,--,--,--,--
803,xxx,--,--,--,--,--,--,--
